Date,USD3M,CORP,INVE,MUNI,INFL,GOVE,BANK,HIGH,LONG,EUR3M,MORT,PREF,INTE,SHOR,ULTR,USD1W,EUR1W,d_USD3M,d_EUR3M,d_USD1W,d_EUR1W,CE_dummy
2016-09-07T00:00:00Z,0.83356,469.71799,732.19373,56.7018,1.3467,238.6906,76.6511,408.3905,62.751,-0.32114,43.5678,25.0409,268.0654,184.6548,108.6553,0.44383,-0.38714,-0.007110000000000061,0.002860000000000029,8.299999999999974e-4,0,0
2016-09-08T00:00:00Z,0.84544,-45.1742,271.53079,6.2191,23.1496,50.7116,40.8694,-155.77161,45.6357,-0.32257,12.0165,37.1554,61.0064,28.4246,10.4553,0.44522,-0.38714,0.011880000000000002,-0.0014300000000000423,0.0013900000000000023,0,0
2016-09-09T00:00:00Z,0.85222,-1888.31177,-1095.32166,4.9188,14.0986,-389.8551,-4.7089,-1111.35046,-129.7318,-0.31871,8.0184,70.4427,-244.33521,-60.3783,-4.7089,0.44506,-0.38714,0.006780000000000008,0.00386000000000003,-1.5999999999999348e-4,0,0
2016-09-12T00:00:00Z,0.85578,-116.8027,9.5449,48.1823,-2.1029,-3.943,1.863,-183.9854,16.5929,-0.32014,33.509,-7.6176,-5.7291,71.9653,-44.8936,0.44533,-0.38714,0.0035600000000000076,-0.0014299999999999868,2.6999999999999247e-4,0,0
2016-09-13T00:00:00Z,0.85028,-1359.09521,-298.01489,10.8291,48.5784,23.8811,63.0174,-835.17218,108.9868,-0.32014,10.9678,3.4835,-70.5115,-15.1019,63.0174,0.44589,-0.38714,-0.005499999999999949,0,5.600000000000049e-4,0,0
2016-09-14T00:00:00Z,0.85389,209.2095,499.58099,28.566,5.2789,-151.88921,27.6872,-347.40839,-32.5005,-0.31943,1.3441,13.7642,-174.59979,120.4153,68.2394,0.44922,-0.38714,0.003610000000000002,7.099999999999884e-4,0.0033299999999999996,0,0
2016-09-15T00:00:00Z,0.85656,207.29539,1244.60364,35.0149,-11.2179,736.35358,25.4948,-33.7823,50.7583,-0.32014,18.5719,46.8265,84.0011,978.31927,18.1535,0.45367,-0.38714,0.00266999999999995,-7.099999999999884e-4,0.0044500000000000095,0,0
2016-09-16T00:00:00Z,0.85711,288.96841,162.9097,7.9156,3.7005,-123.6957,21.549,63.4557,-102.6735,-0.32086,13.5237,-9.6371,3.5208,80.9296,118.093,0.45228,-0.38714,5.500000000000504e-4,-7.199999999999984e-4,-0.0013900000000000023,0,0
2016-09-20T00:00:00Z,0.86589,457.0448,861.8587,26.3201,34.5704,406.3627,29.5923,197.1987,291.1705,-0.32157,13.2901,20.252,178.74789,118.3871,96.7065,0.45756,-0.38714,0.00878000000000001,-7.100000000000439e-4,0.005280000000000007,0,0
2016-09-21T00:00:00Z,0.86333,288.22601,473.5304,8.8398,-63.3847,349.32401,10.9064,221.1279,33.7962,-0.32243,33.3933,65.2145,207.96581,47.1843,156.59531,0.45783,-0.38714,-0.0025600000000000067,-8.599999999999719e-4,2.6999999999999247e-4,0,0
2016-09-22T00:00:00Z,0.85672,1098.41357,453.3873,24.2439,14.441,-148.7585,55.6466,702.13098,-214.646,-0.32243,3.9598,22.4979,72.4964,191.9101,141.562,0.45589,-0.38714,-0.006610000000000005,0,-0.0019399999999999973,0,0
2016-09-26T00:00:00Z,0.85294,112.8123,121.227,14.027,100.5722,-161.65221,32.2552,53.9572,-75.491,-0.32186,7.9237,26.5702,-71.9948,76.1076,35.0997,0.45228,-0.38714,-0.0037800000000000056,5.700000000000149e-4,-0.003610000000000002,0,0
2016-09-27T00:00:00Z,0.85378,176.98489,0.2824,-0.9312,5.1094,-109.1415,36.3098,120.6034,-218.8291,-0.32186,17.6701,76.7401,101.2725,10.4892,69.176,0.45256,-0.38786,8.399999999999519e-4,0,2.8000000000000247e-4,-7.199999999999984e-4,0
2016-09-28T00:00:00Z,0.83769,464.41501,491.5853,32.566,47.8099,78.112,10.3053,318.76331,55.3402,-0.32538,55.8214,15.9289,150.4668,83.9726,20.3175,0.44788,-0.38875,-0.016089999999999938,-0.003520000000000023,-0.0046800000000000175,-8.900000000000019e-4,0
2016-09-29T00:00:00Z,0.84561,734.62231,374.33621,19.3736,110.5581,-23.0559,143.6049,743.37842,113.0652,-0.322,78.6776,1.1917,-119.3746,132.56419,198.5209,0.44867,-0.38786,0.007919999999999927,0.003379999999999994,7.900000000000129e-4,8.900000000000019e-4,0
2016-09-30T00:00:00Z,0.85367,222.70351,140.8353,39.4818,13.8773,-4.1557,4.7805,222.7879,-6.0757,-0.322,59.813,5.7987,11.0326,42.2769,3.184,0.45672,-0.38786,0.008060000000000067,0,0.008050000000000002,0,0
2016-10-03T00:00:00Z,0.85789,626.53528,652.00549,35.7739,14.987,131.6165,4.7744,453.5535,-123.3126,-0.322,33.4329,37.7204,346.375,183.3526,-8.0924,0.46256,-0.38786,0.0042200000000000015,0,0.005840000000000012,0,0
2016-10-04T00:00:00Z,0.86433,-334.95871,188.26871,19.8432,28.6133,-10.3066,1.862,74.5274,-36.1039,-0.32057,24.5742,-0.5282,-24.7474,141.1786,1.862,0.45756,-0.38786,0.006440000000000001,0.0014299999999999868,-0.0050000000000000044,0,0
2016-10-05T00:00:00Z,0.86794,189.3902,202.65669,51.818600000000004,25.5864,-49.6027,32.7677,54.3088,21.8809,-0.32057,38.8176,6.821,-2.5337,-39.3968,25.5077,0.45589,-0.38786,0.003610000000000002,0,-0.0016700000000000048,0,0
2016-10-06T00:00:00Z,0.87156,-6.5665,507.62369,27.4067,182.6942,108.0356,28.3452,-49.9823,-59.2845,-0.32057,-22.6763,12.6587,123.0948,111.434,25.9242,0.45644,-0.38786,0.0036199999999999566,0,5.499999999999949e-4,0,0
2016-10-07T00:00:00Z,0.87606,-70.5224,137.29691,36.6294,8.6625,7.8227,79.0497,165.5509,-57.8464,-0.322,-16.995,16.7779,171.4633,188.69279,117.4468,0.45533,-0.38886,0.0044999999999999485,-0.0014299999999999868,-0.0011099999999999999,-0.0010000000000000009,0
2016-10-11T00:00:00Z,0.8775,357.24011,312.26471,34.5201,22.6038,-30.5632,10.9259,219.14661,-141.287,-0.32043,35.4943,10.7854,206.7941,89.7551,-29.0191,0.45644,-0.38886,0.0014399999999999968,0.0015700000000000158,0.0011099999999999999,0,0
2016-10-12T00:00:00Z,0.88111,854.9248,1215.27051,6.1127,85.0242,97.4857,66.9469,141.9559,35.2962,-0.32271,35.2148,-14.9049,51.0212,455.80399,78.2433,0.45867,-0.38886,0.003610000000000002,-0.0022800000000000042,0.0022300000000000098,0,0
2016-10-13T00:00:00Z,0.88,-925.86841,17.4556,-48.2153,31.8833,255.18069,106.4774,-557.04718,-47.8105,-0.32486,2.628,8.9316,19.8649,133.9828,127.6307,0.45867,-0.38886,-0.0011099999999999444,-0.0021499999999999853,0,0,0
2016-10-14T00:00:00Z,0.88167,437.01981,711.66577,14.387,5.047,267.0209,87.8434,266.30209,256.4884,-0.32343,24.2122,29.3924,127.5322,88.0969,83.2709,0.45922,-0.38886,0.0016699999999999493,0.0014299999999999868,5.499999999999949e-4,0,0
2016-10-17T00:00:00Z,0.87761,41.8838,269.47559,-24.8133,19.2199,84.1823,38.4108,-32.0299,6.9245,-0.32343,37.8106,5.0584,20.3835,142.5172,38.4108,0.46033,-0.38886,-0.0040599999999999525,0,0.0011099999999999999,0,0
2016-10-18T00:00:00Z,0.88122,286.58319,344.28299,-49.3707,24.8132,-21.3475,7.1455,65.7851,-167.5121,-0.32357,17.6989,74.2161,144.9157,192.0932,18.3584,0.45811,-0.38886,0.003610000000000002,-1.40000000000029e-4,-0.0022199999999999998,0,0
2016-10-20T00:00:00Z,0.88178,-378.00961,-186.2883,40.5336,161.1617,-239.94231,45.5003,74.4421,-84.2711,-0.32357,24.3004,39.0037,-32.6172,-104.9076,30.5152,0.45756,-0.38886,5.600000000000049e-4,0,-5.499999999999949e-4,0,0
2016-10-21T00:00:00Z,0.88178,-41.7954,54.7152,23.8583,-0.9092,-214.832,4.2825,-195.24451,-103.7853,-0.32286,21.5916,84.2853,77.8228,14.8533,1.863,0.45644,-0.38886,0,7.100000000000439e-4,-0.0011200000000000099,0,0
2016-10-24T00:00:00Z,0.88372,201.0443,238.41029,15.1428,25.6458,-249.3329,-14.904,-15.4955,-197.7885,-0.32286,7.9946,35.1721,117.4175,124.2665,-5.3141,0.45589,-0.38886,0.0019399999999999418,0,-5.499999999999949e-4,0,0
2016-10-25T00:00:00Z,0.88567,239.9183,674.3924,-0.8934,100.0255,228.0928,66.6566,64.7661,214.16299,-0.32286,29.9886,95.238,92.3973,42.1001,66.6566,0.45478,-0.38886,0.0019500000000000073,0,-0.0011099999999999999,0,0
2016-10-26T00:00:00Z,0.89039,-678.66962,-309.57739,10.0281,164.11819,-69.7105,75.933,-69.757,-19.5177,-0.32357,3.9671,33.3495,64.8797,12.4852,45.8249,0.45589,-0.38886,0.0047200000000000575,-7.100000000000439e-4,0.0011099999999999999,0,0
2016-10-27T00:00:00Z,0.88733,-1887.35608,-512.48242,5.817,17.7914,110.1536,6.4369,-1168.74146,127.2474,-0.31929,29.4778,7.0291,-13.1036,103.9857,-9.2743,0.457,-0.38886,-0.0030600000000000627,0.004280000000000006,0.0011099999999999999,0,0
2016-10-28T00:00:00Z,0.88594,-1229.74365,-175.7825,1.8651,35.6844,60.3387,6.4356,-772.99939,53.0835,-0.31929,16.2089,10.7105,141.2762,146.07111,-4.6042,0.45978,-0.38886,-0.0013900000000000023,0,0.0027800000000000047,0,0
2016-10-31T00:00:00Z,0.88428,-964.90039,99.4451,37.1555,162.0995,270.0177,11.2167,-595.99323,119.1858,-0.32071,22.9783,7.0056,136.783,-62.242,6.9094,0.45978,-0.38886,-0.0016599999999999948,-0.0014199999999999768,0,0,0
2016-11-01T00:00:00Z,0.88094,-522.40381,756.99323,11.1666,405.15799,211.4303,-10.179,-499.806,5.0856,-0.32214,24.5128,24.5428,-70.5416,505.46271,49.4981,0.45867,-0.38886,-0.0033400000000000096,-0.0014299999999999868,-0.0011099999999999999,0,0
2016-11-02T00:00:00Z,0.87567,-256.06009,520.87762,-2.547,443.70599,81.457,-27.1417,-310.45169,16.1628,-0.32357,18.9675,-11.7338,48.4478,-96.3636,-3.1739,0.46033,-0.38886,-0.005269999999999997,-0.0014300000000000423,0.0016599999999999948,0,0
2016-11-04T00:00:00Z,0.88261,120.4424,792.94397,30.3987,209.2289,311.89011,7.055,54.1732,21.1778,-0.32286,9.394,12.6961,209.16299,330.8367,53.8817,0.45839,-0.38886,0.006940000000000057,7.100000000000439e-4,-0.0019399999999999973,0,0
2016-11-10T00:00:00Z,0.90206,-1644.02014,-964.00439,-117.158,108.666,-281.25671,-7.404,-882.10852,-19.4952,-0.33143,-44.3069,-66.9028,-230.2903,-5.2606,-7.404,0.45978,-0.38786,0.019449999999999967,-0.008570000000000022,0.0013900000000000023,0.0010000000000000009,0
2016-11-14T00:00:00Z,0.91122,-713.5611,-970.3786,-108.7486,52.7378,-1168.75476,8.4464,-912.57501,-53.7094,-0.33214,-36.3842,-125.5297,-348.59619,-705.69421,-254.245,0.45922,-0.39171,0.009160000000000057,-7.099999999999884e-4,-5.600000000000049e-4,-0.00385000000000002,0
2016-11-15T00:00:00Z,0.90622,13.5817,-42.3033,23.3824,108.7042,-283.0246,20.6604,102.9822,-167.5134,-0.33143,5.3608,11.6429,-205.8605,101.9344,-15.0325,0.45894,-0.39314,-0.0050000000000000044,7.099999999999884e-4,-2.8000000000000247e-4,-0.0014299999999999868,0
2016-11-16T00:00:00Z,0.90872,335.32559,124.3065,-2.9023,63.3511,-190.54359,22.7273,278.77341,29.5747,-0.32857,7.8941,3.696,-91.3108,50.2371,25.2185,0.457,-0.39314,0.0024999999999999467,0.002860000000000029,-0.0019399999999999973,0,0
2016-11-17T00:00:00Z,0.91122,-30.472,-171.90401,-26.4709,57.5474,-422.8671,16.7433,-127.6222,-301.09839,-0.32929,16.0917,-4.953,-44.4155,80.6979,-11.0925,0.45922,-0.39243,0.0025000000000000577,-7.200000000000539e-4,0.0022199999999999998,7.099999999999884e-4,0
2016-11-18T00:00:00Z,0.91622,383.5217,468.63861000000003,-107.7544,18.4922,-128.6515,9.6336,-284.19769,-141.75951,-0.32929,3.0688,-60.8472,-168.203,167.4122,173.24969,0.45978,-0.39314,0.0050000000000000044,0,5.600000000000049e-4,-7.099999999999884e-4,0
2016-11-21T00:00:00Z,0.91983,457.63431,505.39511,22.3419,166.2953,41.9788,35.2165,275.95731,12.8946,-0.32714,2.591,-1.678,97.8948,247.41949,74.8233,0.45978,-0.39314,0.003610000000000002,0.0021500000000000408,0,0,0
2016-11-22T00:00:00Z,0.92483,487.4176,78.9986,37.3908,281.06921,-276.73471,60.039,699.95172,-251.60789,-0.33071,-2.8849,-17.9552,49.4554,230.3941,61.461,0.45811,-0.39386,0.0050000000000000044,-0.0035700000000000176,-0.0016700000000000048,-7.199999999999984e-4,0
2016-11-23T00:00:00Z,0.93011,454.45319,-11.0457,15.7556,65.1037,-266.4957,60.0396,478.035,-68.8986,-0.33071,7.8719,-25.1737,-255.4381,247.58099,94.563,0.45589,-0.39386,0.005279999999999951,0,-0.0022199999999999998,0,0
2016-11-24T00:00:00Z,0.93706,344.10571,-144.49561,-13.6333,67.6541,-297.94391,25.4617,318.82141,-106.4238,-0.32929,6.522,-36.1919,-256.30219,128.5946,69.5974,0.45822,-0.39314,0.006950000000000012,0.0014199999999999768,0.0023299999999999987,7.199999999999984e-4,0
2016-11-28T00:00:00Z,0.93511,768.70837,80.2028,10.5445,41.9357,-64.2054,7.2135,736.62451,-33.1274,-0.33143,1.3198,-12.7306,-92.2971,83.3728,55.5851,0.45878,-0.39386,-0.0019500000000000073,-0.0021399999999999753,5.600000000000049e-4,-7.199999999999984e-4,0
2016-11-29T00:00:00Z,0.93067,156.72009,133.40089,18.9663,12.0044,-12.3537,25.7323,78.0515,-16.0635,-0.32643,2.6315,-1.8176,-9.6923,43.9195,64.8957,0.46044,-0.39386,-0.0044399999999999995,0.0050000000000000044,0.0016599999999999948,0,0
2016-11-30T00:00:00Z,0.93417,-173.27451,-608.16913,-44.6679,-19.9467,-303.14761,14.872,103.9148,-229.3665,-0.325,14.6803,-13.3638,-102.1506,30.9828,44.1841,0.45822,-0.39386,0.0034999999999999476,0.0014299999999999868,-0.0022199999999999998,0,0
2016-12-01T00:00:00Z,0.94167,-495.4097,-52.3412,-134.4767,-47.7708,-115.238,63.2491,-642.34637,-391.0545,-0.33357,22.0478,-25.7371,-160.10291,98.1149,154.3383,0.45822,-0.39314,0.007500000000000062,-0.008569999999999967,0,7.199999999999984e-4,0
2016-12-02T00:00:00Z,0.94639,-78.4413,-61.4279,72.6529,-2.2455,198.05251,101.7552,402.94711,-36.3982,-0.33357,13.324,-49.2276,6.8863,563.87622,138.32581,0.461,-0.39314,0.0047199999999999465,0,0.0027800000000000047,0,0
2016-12-05T00:00:00Z,0.94806,296.04791,221.1058,-77.3491,-35.1055,55.4513,51.2533,124.736,-110.9115,-0.33429,-64.5255,22.0398,74.4886,154.87691,247.0119,0.46156,-0.39386,0.0016700000000000603,-7.199999999999984e-4,5.600000000000049e-4,-7.199999999999984e-4,0
2016-12-06T00:00:00Z,0.95083,942.00018,592.3468,90.3416,25.214,197.03349,213.252,956.2005,65.5222,-0.33714,-2.6364,-9.9848,50.8547,116.3288,235.01849,0.47044,-0.39314,0.002769999999999939,-0.002850000000000019,0.008879999999999999,7.199999999999984e-4,0
2016-12-07T00:00:00Z,0.95083,815.48358,-135.8338,100.0379,7.5832,-75.0131,86.7237,1069.02515,-62.1888,-0.33714,-6.5952,10.3354,-47.035,191.7905,171.8792,0.49378,-0.39386,0,0,0.023339999999999972,-7.199999999999984e-4,0
2016-12-08T00:00:00Z,0.95306,220.2881,-433.25919,29.7752,8.112,-173.0036,51.3918,479.68011,-167.03979,-0.33429,-47.658,-29.0943,-11.905,103.1235,97.4827,0.56628,-0.39386,0.0022300000000000653,0.002850000000000019,0.07250000000000001,0,0
2016-12-09T00:00:00Z,0.9565,-20.8238,-523.64581,54.9829,59.9368,-87.2117,86.5422,500.0072,24.5882,-0.33357,-5.4439,-9.1336,-18.9497,65.4981,8.8159,0.60822,-0.39314,0.0034399999999999986,7.199999999999984e-4,0.04193999999999998,7.199999999999984e-4,0
2016-12-12T00:00:00Z,0.95872,-94.6545,-271.43921,-15.4603,22.0187,-323.73581,83.9001,-0.3133,-163.1176,-0.33357,18.5291,-25.4221,-119.4642,-6.8193,71.1717,0.64544,-0.39386,0.0022199999999999998,0,0.03722000000000003,-7.199999999999984e-4,0
2016-12-13T00:00:00Z,0.96344,310.3808,246.1467,15.5427,58.2944,65.5775,160.5264,352.72021,-12.3775,-0.33429,20.0466,-3.943,117.2405,140.9088,218.74741,0.67317,-0.39314,0.0047199999999999465,-7.199999999999984e-4,0.027730000000000032,7.199999999999984e-4,0
2016-12-14T00:00:00Z,0.97039,-261.6062,-199.25191,102.5328,21.81,-264.8447,157.2751,-76.7423,-2.6364,-0.33071,2.6,-64.9634,-198.1071,-15.0483,162.4581,0.68406,-0.39314,0.006950000000000012,0.003579999999999972,0.010889999999999955,0,0
2016-12-15T00:00:00Z,0.99317,-622.5036,-62.3014,76.3983,-30.4413,45.6658,115.0983,-264.1561,103.1875,-0.33,-17.0923,27.9804,-35.4183,112.5733,171.8924,0.70389,-0.39386,0.022780000000000022,7.099999999999884e-4,0.019830000000000014,-7.199999999999984e-4,0
2016-12-16T00:00:00Z,0.99733,-105.8597,5.9726,54.0547,55.543,-38.0988,112.236,150.9998,51.9986,-0.32929,-21.134,-11.0513,-53.3136,113.0177,104.963,0.70444,-0.39386,0.0041600000000000525,7.099999999999884e-4,5.499999999999394e-4,0,0
2016-12-19T00:00:00Z,0.99428,174.70261,130.2751,85.1726,29.1852,204.7796,74.3133,449.12891,161.17551,-0.33071,5.1559,10.5432,30.3488,160.7131,91.6948,0.70306,-0.39386,-0.003049999999999997,-0.0014199999999999768,-0.0013799999999999368,0,0
2016-12-20T00:00:00Z,0.99622,-30.9858,156.96271,242.92661,102.1912,219.8187,40.1195,293.60959,82.8609,-0.33071,31.827,9.9984,131.63341,76.9373,61.8722,0.705,-0.39314,0.0019399999999999418,0,0.0019399999999999418,7.199999999999984e-4,0
2016-12-21T00:00:00Z,0.99761,125.2931,404.9324,110.7702,59.3845,-44.1978,189.2254,260.53519,12.6627,-0.33357,29.2301,8.0571,-17.3408,173.27789,204.1545,0.70778,-0.39029,0.0013900000000000023,-0.0028599999999999737,0.0027800000000000047,0.0028499999999999637,0
2016-12-22T00:00:00Z,0.99706,366.45309,408.74771,14.0442,100.7917,106.8165,19.1816,317.8728,52.634,-0.335,31.5143,4.3905,-0.6173,28.3314,54.4277,0.71144,-0.38029,-5.500000000000504e-4,-0.0014300000000000423,0.0036599999999999966,0.010000000000000009,0
2016-12-23T00:00:00Z,0.99706,193.0081,-156.8177,-18.8627,37.2118,-219.354,9.676,161.8096,-205.584,-0.33357,31.5163,-1.206,-17.3519,24.468,68.989,0.71144,-0.38671,0,0.0014300000000000423,0,-0.006419999999999981,0
2016-12-28T00:00:00Z,0.99817,161.401,-43.9882,141.3044,1.2463,-220.5497,2.3704,118.4105,-211.33,-0.33571,15.666,-29.7909,-78.6653,61.4361,84.9414,0.71533,-0.38029,0.0011100000000000554,-0.0021400000000000308,0.00389000000000006,0.006419999999999981,0
2016-12-29T00:00:00Z,0.99789,15.8813,234.9917,228.9554,9.8464,74.0597,13.2289,53.5955,-74.7425,-0.33571,-2.073,-40.7437,67.9466,128.00591,133.6832,0.72333,-0.39243,-2.7999999999994696e-4,0,0.008000000000000007,-0.012139999999999984,0
2016-12-30T00:00:00Z,0.99789,47.6547,12.0168,101.0141,10.268,-92.7015,3.746,94.1984,-110.8932,-0.33643,7.851,-7.2727,-2.9464,101.4767,11.8674,0.72333,-0.39243,0,-7.199999999999984e-4,0,0,0
2017-01-03T00:00:00Z,0.99872,667.17981,810.24323,174.0564,76.3539,125.2899,299.83221,865.55188,122.2108,-0.33571,-2.618,-9.923,404.73441,224.63319,267.69321,0.72333,-0.39429,8.299999999999974e-4,7.199999999999984e-4,0,-0.0018599999999999728,0
2017-01-04T00:00:00Z,1.00511,555.086,146.1564,53.3809,115.8008,-207.6001,166.23759,614.48212,-235.6425,-0.33857,2.6265,11.1665,76.0229,199.5428,359.54291,0.71833,-0.39429,0.006389999999999896,-0.0028599999999999737,-0.0050000000000000044,0,0
2017-01-05T00:00:00Z,1.00928,11.5937,20.9659,82.6226,-28.2434,133.6506,49.2571,184.5372,115.246,-0.33857,-4.1157,16.663,49.7869,11.8298,114.1792,0.71867,-0.39429,0.004170000000000007,0,3.4000000000000696e-4,0,0
2017-01-09T00:00:00Z,1.01483,7.8215,499.99371,24.2902,43.4224,266.85818,117.0562,34.9776,250.8295,-0.34071,6.5789,-38.7028,91.2241,9.3958,191.45509,0.71844,-0.39686,0.005549999999999944,-0.0021400000000000308,-2.300000000000635e-4,-0.0025700000000000167,0
2017-01-10T00:00:00Z,1.01789,147.0771,437.35901,43.5211,94.4897,35.6486,11.8761,-7.0602,-5.6034,-0.34071,21.334,33.3385,94.0824,-17.7914,97.7462,0.71956,-0.39829,0.0030600000000000627,0,0.0011200000000000099,-0.0014299999999999868,0
2017-01-11T00:00:00Z,1.02178,-771.8338,-348.00311,19.6235,18.5777,-180.87309,7.1784,-481.28241,-242.4895,-0.34071,27.8793,53.9512,87.8789,29.4544,109.4826,0.71733,-0.39829,0.003889999999999949,0,-0.0022299999999999542,0,0
2017-01-12T00:00:00Z,1.02178,-94.6899,404.15729,18.4308,38.9679,-13.6557,12.0921,-382.79941,13.7277,-0.34143,20.9152,13.9498,26.449,27.7643,33.0562,0.71733,-0.39829,0,-7.199999999999984e-4,0,0,0
2017-01-13T00:00:00Z,1.02317,-115.6629,163.30251,-42.4188,67.7666,-148.0974,12.0932,-276.00131,-129.57201,-0.34143,31.5672,13.9478,119.3262,3.638,41.0251,0.72078,-0.39686,0.0013900000000000023,0,0.003449999999999953,0.0014299999999999868,0
2017-01-16T00:00:00Z,1.02372,-140.2897,213.0334,8.2261,50.6604,-131.293,9.1011,-256.15302,-54.9521,-0.34286,22.4167,11.5577,89.2087,69.1762,40.3953,0.71944,-0.397,5.500000000000504e-4,-0.0014299999999999868,-0.0013400000000000079,-1.40000000000029e-4,0
2017-01-17T00:00:00Z,1.02483,-137.2928,-36.124,52.6395,151.71381,65.344,30.5915,170.5434,5.7773,-0.34071,10.64,-13.6373,17.3269,-376.96259,66.4442,0.72033,-0.39843,0.0011099999999999444,0.0021499999999999853,8.900000000000574e-4,-0.0014299999999999868,0
2017-01-18T00:00:00Z,1.03011,110.7617,476.1127,-116.8715,60.6346,18.1256,44.4326,-157.121,37.8611,-0.34071,21.082,-34.1778,87.9907,37.8194,49.4463,0.72428,-0.39843,0.0052800000000001734,0,0.003950000000000009,0,0
2017-01-19T00:00:00Z,1.04122,-94.5212,348.01459,-3.7445,35.289,165.62981,9.5904,-53.1523,-277.89951,-0.34071,31.857,-121.1069,85.0145,381.7243,95.5446,0.724,-0.39843,0.011109999999999953,0,-2.80000000000058e-4,0,0
2017-01-20T00:00:00Z,1.04344,-108.0779,935.98077,-69.1522,48.0646,639.56897,13.8752,-232.56979,44.1517,-0.34071,33.1678,5.4105,39.7705,194.7941,103.641,0.72344,-0.397,0.0022199999999998887,0,-5.600000000000049e-4,0.0014299999999999868,0
2017-01-23T00:00:00Z,1.03789,782.39081,1254.65247,80.1518,142.9666,131.79021,28.1363,37.2446,-103.6838,-0.34071,141.08859,33.9751,913.03607,308.85739,56.9784,0.72206,-0.39686,-0.005549999999999944,0,-0.0013799999999999368,1.40000000000029e-4,0
2017-01-24T00:00:00Z,1.03178,696.24902,3045.85327,-10.3462,28.782,932.05573,76.5953,423.07458,143.0018,-0.34071,408.79471,22.21,276.63361,1751.49817,108.1494,0.72289,-0.39686,-0.00611000000000006,0,8.299999999999974e-4,0,0
2017-01-25T00:00:00Z,1.03733,659.69879,615.43799,4.0893,-32.8091,146.7901,88.949,406.92239,63.3164,-0.34357,81.7021,13.0877,-53.978,200.4451,75.6378,0.72344,-0.39829,0.005550000000000166,-0.0028599999999999737,5.499999999999394e-4,-0.0014299999999999868,0
2017-01-26T00:00:00Z,1.039,1043.29858,869.53052,-0.0768,-61.7655,92.4341,111.396,390.8291,92.8687,-0.34357,18.432,12.5647,613.04321,34.1875,134.2458,0.72178,-0.39686,0.0016699999999998383,0,-0.0016599999999999948,0.0014299999999999868,0
2017-01-27T00:00:00Z,1.039,558.58557,287.923,-30.9199,-45.604,25.2925,23.3029,307.05701,17.9703,-0.345,6.6997,29.5889,131.761,90.4962,42.0716,0.72011,-0.39757,0,-0.0014299999999999868,-0.0016699999999999493,-7.099999999999884e-4,0
2017-01-30T00:00:00Z,1.034,610.5791,719.71112,-6.1646,-1.8873,201.7088,9.5048,88.9733,133.31551,-0.345,21.252,11.4791,166.86079,70.7474,93.7956,0.72206,-0.39757,-0.004999999999999893,0,0.0019500000000000073,0,0
2017-01-31T00:00:00Z,1.03456,135.7758,504.15631,-3.1364,175.9136,203.8172,-15.6574,-142.34509,53.1748,-0.34357,39.6,-15.5032,233.2202,100.1832,21.5365,0.7215,-0.39757,5.599999999998939e-4,0.0014299999999999868,-5.600000000000049e-4,0,0
2017-02-01T00:00:00Z,1.03456,429.4061,967.52722000000006,-20.8726,11.2189,0.3624,4.7829,-40.0569,28.4556,-0.34357,59.3973,28.8802,68.6711,466.39951,28.7787,0.7215,-0.39829,0,0,0,-7.199999999999984e-4,0
2017-02-02T00:00:00Z,1.03372,720.1424,623.84991,-46.836,211.42529,56.7976,4.7293,464.2186,-34.2266,-0.34386,30.2588,24.7817,207.2937,53.4266,48.8348,0.72056,-0.39829,-8.399999999999519e-4,-2.9000000000001247e-4,-9.400000000000519e-4,0,0
2017-02-03T00:00:00Z,1.034,1048.83777,648.25989,23.7706,-3.6745,38.8043,14.4078,577.14581,45.076,-0.34386,23.5835,13.3989,110.3313,138.63,-98.0969,0.72167,-0.39829,2.80000000000058e-4,0,0.0011100000000000554,0,0
2017-02-06T00:00:00Z,1.03844,519.91431,841.08911,10.2627,108.5085,181.20731,2.3659,22.9576,-2.8151,-0.34386,7.8574,21.6472,198.00011,339.43939,22.6499,0.72222,-0.39971,0.0044399999999999995,0,5.499999999999394e-4,-0.0014200000000000323,0
2017-02-07T00:00:00Z,1.03817,-286.76849,732.29871,-16.4423,78.9227,59.5357,4.7839,-679.586,42.5066,-0.34957,-10.67,27.7862,244.39461,239.464,43.7105,0.72111,-0.40257,-2.6999999999999247e-4,-0.005709999999999993,-0.0011099999999999444,-0.0028599999999999737,0
2017-02-08T00:00:00Z,1.03372,-358.2977,1074.24963,-11.0974,8.0866,429.121,-9.6615,-522.03918,91.0816,-0.34829,134.7605,68.0715,423.72479,6.9751,71.4152,0.71972,-0.40114,-0.004450000000000065,0.0012800000000000034,-0.0013900000000000023,0.0014299999999999868,0
2017-02-09T00:00:00Z,1.03372,20.7138,335.4028,21.1438,100.0227,240.8779,9.0139,202.71190000000001,144.67371,-0.349,-38.6677,15.11,179.91071,185.74809,45.6172,0.71611,-0.39971,0,-7.099999999999884e-4,-0.003610000000000002,0.0014299999999999868,0
2017-02-10T00:00:00Z,1.03622,310.82959,553.29962,-5.021,16.5435,103.7192,4.8415,87.0718,122.3312,-0.349,27.6944,6.4134,125.8701,109.4237,9.1428,0.71417,-0.404,0.0024999999999999467,0,-0.0019400000000000528,-0.004290000000000016,0
