Dates,EE0003M Index,US0003M Index,AGGR,ULTR,SHOR,INTE,PREF,MORT,LONG,INFL,INVE,HIGH,CONV,CORP,MUNI,GOVE,BANK
19/02/2021,-0.54971,0.17525,128.0121,-39.5466,295.4984,-89.2583,-48.283,20.8036,-79.0495,158.9703,251.396,-51.7939,-117.404,80.0496,80.0496,-42.632,30.0427
22/02/2021,-0.54657,0.1755,-221.4242,104.2727,263.5332,-483.0888,-43.2563,7.689,68.1905,206.6746,109.2154,325.7716,8.1089,599.9004,599.9004,-82.886,28.9722
23/02/2021,-0.55,0.1875,444.6545,-14.3209,188.0617,146.2771,-59.3968,23.4078,-68.4649,192.6859,173.9781,-1190.525,-124.223,-1647.493,-1647.493,-40.5729,9.8233
24/02/2021,-0.55429,0.18975,315.6498,-73.8947,755.3326,126.5307,-123.962,89.1647,123.1135,71.6317,1326.438,509.5591,187.431,744.1583,744.1583,30.3913,-50.5096
25/02/2021,-0.55271,0.1905,31.2095,-158.1579,41.7887,-376.405,-86.8112,167.2138,67.4402,193.3101,-12.2191,-31.1756,187.431,231.8611,231.8611,91.1555,-32.7313
26/02/2021,-0.55171,0.18838,461.7735,-21.9719,-487.3709,216.018,-91.5412,125.0469,380.4161,340.1185,1801.753,393.7709,-173.994,743.7019,743.7019,51.2647,51.614
01/03/2021,-0.55114,0.18425,189.6131,69.4574,303.1851,302.7998,4.2234,-34.9016,26.1515,249.2763,683.2989,912.5582,8.8975,1172.923,1172.923,5.4686,34.3872
02/03/2021,-0.55129,0.18338,-390.0708,79.5322,194.7244,402.9905,-19.8507,-188.951,303.8315,-737.3203,-349.9608,306.207,8.7835,801.9845,801.9845,110.5958,-51.126
03/03/2021,-0.551,0.19375,-639.4766,-37.2343,245.7723,108.6411,14.4031,3.7929,260.9035,43.7047,143.3024,-272.3867,38.8044,14.71,14.71,48.7922,10.8654
04/03/2021,-0.55,0.1755,105.9017,54.6595,152.6265,-1387.287,36.8116,1.1902,-14.1518,259.1237,-404.4219,-1107.121,9.904,-1632.871,-1632.871,45.9389,-6.1717
05/03/2021,-0.54829,0.18538,119.1905,310.9363,273.008,-888.568,26.5894,70.2225,350.7555,43.2668,-969.029,-828.282,-200.163,-2059.376,-2059.376,28.7822,27.0656
08/03/2021,-0.55086,0.1825,-351.8039,-61.5391,-330.0828,-342.8493,56.7974,6.4772,35.4332,47.1551,-682.6392,-808.3425,-8.1796,-1062.324,-1062.324,54.6055,-21.6783
09/03/2021,-0.55,0.17725,403.4195,1.2765,76.8389,476.7529,30.6386,80.1984,104.9242,-108.5778,1142.521,-623.5123,-8.4343,-120.9519,-120.9519,94.2037,54.5889
10/03/2021,-0.55086,0.18413,246.1056,32.5479,457.0765,140.7162,83.7375,18.6937,-22.875,264.3444,87.6226,2299.028,-166.2952,1988.734,1988.734,139.2815,108.3426
11/03/2021,-0.55014,0.18388,647.6743,72.294,256.52,641.1567,65.6807,29.0703,187.0934,133.8697,1986.939,1031.845,27.531,1760.881,1760.881,122.6047,92.825
12/03/2021,-0.54886,0.1895,-52.8903,-33.8951,-86.2209,-301.7252,46.661,24.0525,-21.3114,60.6038,-237.2764,-614.5021,-8.6183,-488.9739,-488.9739,-60.4332,39.8349
15/03/2021,-0.54943,0.182,330.6529,-96.4032,334.8537,136.5544,16.5018,25.3379,126.4044,80.4536,380.2108,-260.8019,-8.6183,-246.5274,-246.5274,-5.4483,36.6694
16/03/2021,-0.54957,0.19,388.2658,23.1273,34.973,74.6919,75.334,10.3988,-89.8473,-67.8856,258.3136,-317.8733,25.8487,-458.341,-458.341,-21.1916,47.4271
17/03/2021,-0.54686,0.18963,486.5045,-34.987,339.8617,-137.4457,37.8725,23.9971,-21.5901,43.4312,392.761,884.2056,25.8487,828.2159,828.2159,34.5678,46.351
18/03/2021,-0.54586,0.18663,291.2991,142.3125,238.7537,325.8802,23.0615,28.5783,-290.1045,326.6158,338.1622,-21.448,-37.3513,-196.8833,-196.8833,41.7964,2.426
19/03/2021,-0.545,0.19688,214.8432,22.509,178.8796,51.3564,-25.9448,6.4275,-37.7429,317.1708,105.2437,-930.3358,-37.3513,-1281.047,-1281.047,47.2105,14.1546
22/03/2021,-0.54286,0.1905,482.852,55.7217,5.3912,278.6181,19.0881,6.4275,265.1652,55.6317,450.3919,-267.1691,-25.4114,-403.4549,-403.4549,94.0146,-6.1545
23/03/2021,-0.54871,0.20063,289.3792,50.0343,578.6471,342.8898,45.3354,5.1972,184.3665,125.4183,447.3073,-290.643,58.5035,-878.9436,-878.9436,111.4065,20.4826
24/03/2021,-0.54886,0.19513,327.0076,126.2714,299.9589,621.2707,106.1928,5.15,236.1519,74.5062,2153.349,476.439,17.7689,993.8083,993.8083,80.1042,-46.0905
25/03/2021,-0.54914,0.193,-78.2572,108.9195,535.751,298.9389,39.3756,93.5588,-73.8446,222.4571,624.4805,3.0512,-96.0429,-9.5266,-9.5266,77.4444,43.0324
26/03/2021,-0.54971,0.199,244.0541,58.8345,209.6725,261.6263,32.8247,65.2312,129.1766,76.9144,566.3229,396.56,8.2429,479.429,479.429,45.5797,34.3437
29/03/2021,-0.54971,0.2025,455.0296,36.5023,728.0094,149.9237,22.0814,50.1045,-69.664,150.4299,888.3334,425.5003,123.0015,423.5444,423.5444,12.9215,11.93
30/03/2021,-0.55043,0.20163,548.8965,306.5911,445.5096,39.7512,68.4032,47.3998,-3.1676,192.4863,1422.24,-35.6148,-12.5855,520.8516,520.8516,43.0339,6.6477
31/03/2021,-0.54971,0.19425,152.7524,-46.8575,466.8823,991.1289,85.9532,8.0144,98.0011,72.5866,1237.726,896.9871,-124.905,1738.791,1738.791,107.4926,49.2785
01/04/2021,-0.55,0.19975,398.2818,55.1653,230.2723,267.4697,169.907,21.4219,-134.4413,376.7204,-795.6141,945.3609,-124.905,-901.1111,-901.1111,80.257,122.3657
06/04/2021,-0.55,0.19738,574.9139,-335.1758,248.8156,367.3425,155.3658,-23.2464,180.0051,122.7472,881.9546,813.9194,8.5542,1132.608,1132.608,73.2002,53.2325
07/04/2021,-0.54571,0.19363,517.784,20.3128,-25.4096,31.5958,77.863,-37.1462,16.56,155.4843,182.8181,-5.3863,35.4834,-758.9141,-758.9141,166.6017,74.8715
08/04/2021,-0.54471,0.18775,514.5664,28.4667,400.5024,258.8031,42.5133,-57.361,66.3485,106.5874,1082.388,643.2826,8.5784,1137.106,1137.106,143.5552,65.8217
09/04/2021,-0.54443,0.1875,721.6332,-33.2927,80.3174,-27.9334,37.6717,-103.149,1.8649,116.355,1553.722,-652.116,-1.5161,300.8363,300.8363,95.2793,68.3676
12/04/2021,-0.54486,0.18575,606.8805,99.519,288.6951,342.8564,55.5833,17.2565,-275.8986,206.1682,1092.846,-690.5446,17.1147,-299.8438,-299.8438,65.295,127.2896
13/04/2021,-0.54671,0.18375,219.9536,235.5596,277.4806,407.7672,36.6607,79.75,45.7852,346.3118,1345.209,702.9301,-8.6314,958.6822,958.6822,48.0116,224.7312
14/04/2021,-0.54486,0.18363,557.5061,-63.4026,49.793,332.8187,60.4766,40.0142,106.8581,189.0002,1453.847,811.7167,17.1525,1556.036,1556.036,-14.3109,129.7322
15/04/2021,-0.54471,0.18975,407.1401,15.43,361.269,49.4878,16.6004,14.4557,-18.5745,241.8327,572.3947,554.4639,17.1525,211.9017,211.9017,190.3097,52.6825
16/04/2021,-0.54471,0.18825,334.1978,15.279,649.3443,67.6117,96.1177,7.891,-24.8137,205.7595,1038.583,103.2026,18.7167,302.2259,302.2259,104.8404,17.9659
19/04/2021,-0.54457,0.186,165.4476,55.7132,741.7618,525.5497,14.1435,4.3246,-132.8197,61.8055,1418.262,-1244.431,8.5216,-917.9729,-917.9729,122.9753,46.2912
20/04/2021,-0.545,0.18375,545.5469,158.9483,875.1508,60.988,49.8009,21.1946,-74.605,104.836,1271.212,-48.0403,-101.067,289.5854,289.5854,11.5283,91.9936
21/04/2021,-0.54386,0.17288,140.7368,78.5422,960.0118,29.8303,35.54,26.5459,-152.9981,55.7736,1572.579,663.8742,-17.0288,1551.237,1551.237,36.3676,91.7022
22/04/2021,-0.54586,0.17575,632.2103,144.2668,732.0162,-22.7019,108.9074,70.8878,63.6802,130.0521,1284.911,494.6022,11.1206,328.7988,328.7988,194.0454,103.7253
23/04/2021,-0.54329,0.18138,306.3603,166.9558,473.1437,257.4651,28.4915,74.1007,-542.7526,13.5216,869.7045,285.0263,11.1206,1204.154,1204.154,116.7526,124.9294
26/04/2021,-0.54314,0.184,154.9437,37.8394,334.335,276.6603,43.4851,120.1847,-164.7739,108.5947,1143.51,389.3258,145.9209,689.2729,689.2729,133.849,85.2566
27/04/2021,-0.54257,0.17713,471.653,13.9267,634.4283,818.2159,20.3468,621.2015,-183.7827,-503.3849,1160.141,-166.489,115.5946,-51.2004,-51.2004,385.5147,5.2076
28/04/2021,-0.54271,0.1855,319.655,52.7242,440.6998,438.8798,33.047,120.0861,-548.3989,347.6859,456.7151,-999.0521,95.6487,-1472.423,-1472.423,17.3412,41.819
29/04/2021,-0.54243,0.17563,408.8702,33.3389,423.0671,500.0775,24.0934,42.9792,-20.2097,4.4912,651.3729,1.8395,18.9324,457.6854,457.6854,0.8408,23.5149
30/04/2021,-0.54371,0.17638,526.4653,4.0943,-432.0832,450.1631,60.2227,50.9875,466.5246,-455.6828,554.1468,146.1714,-94.1138,363.7939,363.7939,92.553,72.564
04/05/2021,-0.54343,0.17538,175.5548,-125.0235,147.2643,-325.4311,96.3812,-42.9011,-475.6908,441.0479,-929.225,-622.483,-163.7081,-1068.939,-1068.939,-6.1685,52.5952
05/05/2021,-0.54229,0.16988,564.7063,62.1642,137.778,-53.1157,22.2697,1.1862,266.1658,34.1171,800.5008,212.8629,-25.001,250.0014,250.0014,1.0883,113.0461
06/05/2021,-0.54243,0.162,263.5492,37.3704,126.9581,94.6577,28.793,-29.493,-159.7839,170.8951,329.8043,64.3426,-132.3469,196.7426,196.7426,47.348,34.5221
07/05/2021,-0.541,0.15988,260.6477,-31.8368,343.4329,336.6187,41.3411,-12.2949,544.8093,557.7318,1235.697,-161.2754,-4.9402,-292.7373,-292.7373,86.6309,46.8085
10/05/2021,-0.542,0.1675,283.4796,91.5533,369.0991,-425.2652,4.4725,-12.2949,-119.6785,131.8008,213.9747,-382.5858,-19.114,-557.9848,-557.9848,135.5244,49.4396
11/05/2021,-0.54429,0.16025,176.8719,123.071,406.605,119.8965,-35.445,27.4234,189.4506,192.1557,787.3661,-453.4718,-67.046,-117.1539,-117.1539,4.3502,23.212
12/05/2021,-0.54543,0.15413,360.8379,274.8878,121.462,-271.3626,-72.7784,23.5112,-59.9549,206.2435,657.5019,-124.1392,-26.7553,-406.9155,-406.9155,12.2307,73.544
13/05/2021,-0.54671,0.15588,396.216,81.8609,230.8163,-9.0178,32.2266,11.6421,-237.1208,331.4418,854.9003,-765.4287,-10.4428,-365.6951,-365.6951,28.1482,37.7561
14/05/2021,-0.54743,0.15513,446.3342,-16.806,423.1614,8.8655,-0.8482,11.7962,493.3916,109.3956,1423.999,572.055,-97.6581,946.4217,946.4217,111.5973,74.2754
17/05/2021,-0.54529,0.14963,468.0992,198.8603,356.6217,13.732,15.8893,26.6553,-158.8028,60.0016,668.9149,689.2145,8.1315,679.3481,679.3481,-7.4421,30.4087
18/05/2021,-0.54514,0.15525,488.4823,182.7713,513.7524,-24.5633,7.8426,32.443,364.3692,229.9475,730.2336,1095.409,-50.2194,718.6212,718.6212,37.3697,6.8884
19/05/2021,-0.54429,0.14925,-60.9631,84.1735,382.7279,53.1171,11.3957,19.7016,-170.8774,151.6629,674.9906,-464.2926,-50.2194,-518.4864,-518.4864,51.1212,17.7768
20/05/2021,-0.54614,0.15013,381.6041,-52.2242,726.6778,481.951,35.5946,47.0865,252.6947,146.1957,337.6293,454.7205,14.0087,-422.1638,-422.1638,33.6997,60.182
21/05/2021,-0.54757,0.147,305.4552,54.1689,289.727,166.1919,78.2825,110.1008,-428.0676,208.6937,520.5626,242.8756,8.2312,582.2818,582.2818,55.3228,17.8319
24/05/2021,-0.54729,0.14088,274.0857,-47.692,217.4234,-50.1874,35.7431,97.9633,-95.0919,63.1647,434.519,493.2782,74.8119,598.8014,598.8014,43.1263,11.6857
25/05/2021,-0.54686,0.1385,186.8021,65.0326,253.4542,176.7479,40.737,88.4589,-53.1714,155.9679,705.8649,249.2508,108.0425,343.4621,343.4621,72.1827,44.027
26/05/2021,-0.54386,0.135,312.3345,44.665,729.7012,40.6008,39.2318,129.1205,-81.4706,44.9491,813.7285,239.2837,71.5883,19.5549,19.5549,105.3946,39.5266
27/05/2021,-0.543,0.13463,770.9779,35.8805,514.7737,440.7053,33.7615,37.7449,-16.941,263.1509,1077.311,354.9206,-109.569,497.3541,497.3541,47.6537,14.1825
28/05/2021,-0.54486,0.13138,446.8038,-18.437,-353.5942,224.4524,44.2064,24.8063,255.3811,101.4108,-156.4894,-470.0257,-109.569,-1028.545,-1028.545,11.5698,15.8111
01/06/2021,-0.54429,0.1285,180.2326,86.0069,403.0621,331.6354,99.2849,-12.9353,66.1506,338.3896,1052.996,209.7451,26.7323,473.3243,473.3243,141.4538,91.4791
02/06/2021,-0.54486,0.134,-222.9899,175.7886,418.6835,205.3259,78.3087,-24.2134,295.7236,193.1622,-274.2082,477.6085,16.8726,-66.7165,-66.7165,203.5005,119.5372
03/06/2021,-0.54543,0.13075,246.7997,125.7306,251.7432,-197.0047,42.2789,-127.2067,55.2797,203.5752,-188.8435,141.6137,16.8726,-367.0808,-367.0808,87.7291,109.9794
04/06/2021,-0.545,0.12825,316.013,126.3839,14.6697,187.2815,30.5063,-48.5841,15.2874,252.8961,1042.821,-943.5225,16.8726,-883.8931,-883.8931,163.3073,92.0963
07/06/2021,-0.54771,0.12313,430.8354,114.5078,363.0269,299.3648,19.9891,-20.0513,147.2087,169.6219,1151.045,535.0585,16.8726,558.7067,558.7067,246.5665,102.3886
08/06/2021,-0.54771,0.128,731.2,117.6287,347.7387,-41.3443,43.9786,12.356,-147.4916,-34.2697,854.8646,121.7099,16.8955,169.5116,169.5116,48.6623,89.1947
09/06/2021,-0.54786,0.12475,284.9437,141.9951,188.6162,64.5937,52.3065,56.9995,169.1263,183.6122,537.1537,-985.1203,27.0333,-1514.481,-1514.481,170.9545,63.3802
10/06/2021,-0.549,0.119,335.9872,6.2773,481.4144,232.1425,22.3754,24.0921,392.5912,267.3765,1626.363,561.2884,42.4195,1141.329,1141.329,292.3495,69.8962
11/06/2021,-0.55114,0.11888,295.0874,22.9703,398.9605,-177.3971,22.3485,71.4105,291.1305,151.3484,877.3768,16.7675,2.559,72.3793,72.3793,168.1232,6.9303
14/06/2021,-0.55,0.118,261.1263,100.5945,43.7677,40.0354,51.8979,19.5546,130.7412,137.1442,591.6687,-539.6861,25.6668,-466.8161,-466.8161,24.416,20.7231
15/06/2021,-0.54814,0.12475,332.9824,74.7129,-550.219,36.3391,53.0126,43.821,130.1794,26.8267,87.7369,-1051.564,25.6668,-807.4808,-807.4808,161.7391,43.839
16/06/2021,-0.54914,0.1245,165.5321,66.7209,41.0701,440.0438,48.6845,33.8885,128.6457,-39.7542,1236.849,-24.5728,-16.9624,572.5676,572.5676,59.2175,46.5753
17/06/2021,-0.54786,0.1345,416.4265,50.9763,139.5764,309.3599,69.2382,190.5561,100.7761,79.6094,1217.864,191.4601,25.634,423.7547,423.7547,195.3631,-0.3203
18/06/2021,-0.54857,0.13488,236.2604,-57.4024,364.767,54.0025,26.1332,147.1959,378.0832,105.4807,-173.9482,167.0411,-8.5265,-956.5211,-956.5211,189.6072,-25.7376
21/06/2021,-0.54843,0.13788,241.1513,51.4733,-13.6112,136.2791,29.7208,101.9569,-479.8522,-32.7898,-373.9838,-164.2666,-8.5265,-590.4885,-590.4885,104.4986,55.8035
22/06/2021,-0.54457,0.13375,125.3619,-75.9618,211.6844,-171.0866,91.7762,9.215,298.5996,-221.4539,384.5135,260.3139,-8.5265,373.8858,373.8858,26.633,43.2458
23/06/2021,-0.544,0.14725,234.2453,74.345,569.6939,119.9159,51.7513,79.2937,201.1535,280.6889,1349.957,918.9531,-63.3677,1495.546,1495.546,50.0098,27.8322
24/06/2021,-0.54214,0.146,311.2039,52.6105,240.6741,73.9768,12.4104,18.076,48.4261,459.3642,851.777,427.9632,-63.3677,532.846,532.846,87.7396,27.8371
25/06/2021,-0.54614,0.146,819.0953,190.0661,386.7684,119.6725,24.292,5.176,222.5855,143.6876,1651.465,370.2914,11.8393,686.0653,686.0653,85.4401,69.4229
28/06/2021,-0.55186,0.14725,339.2063,124.6805,422.4298,493.9041,59.95,5.2993,36.7789,-44.3705,1083.173,30.961,191.968,151.0489,151.0489,-52.3999,53.2287
29/06/2021,-0.55,0.14488,409.6868,387.9365,287.9657,112.0485,36.9455,-48.9705,104.1618,-36.5573,916.1495,487.1993,191.968,914.0456,914.0456,114.7349,59.8372
30/06/2021,-0.55114,0.14575,497.7724,67.9852,-226.4911,29.5488,81.7403,9.4679,331.0103,136.5143,-171.8361,177.2237,-171.8446,-576.6776,-576.6776,122.0636,88.0013
01/07/2021,-0.54771,0.14475,388.7349,47.9888,175.8385,-381.8212,61.1018,14.4554,270.6972,-43.9801,282.1403,348.8955,11.26,684.2812,684.2812,72.8926,48.8928
02/07/2021,-0.55243,0.13788,286.8977,-1.8819,-38.6027,-149.6247,86.8515,9.168,209.437,197.8892,443.0634,-68.3667,2.5861,-370.2117,-370.2117,54.0794,11.9701
05/07/2021,-0.54557,0.138,286.8977,-1.8819,-38.6027,-149.6247,86.8515,9.168,209.437,197.8892,443.0634,-68.3667,2.5861,-370.2117,-370.2117,54.0794,11.9701
06/07/2021,-0.54671,0.13488,354.5948,45.8065,-91.1523,217.0008,102.6184,-415.4071,457.9145,292.4979,284.7691,93.1936,22.0529,-507.7655,-507.7655,202.3627,14.2003
07/07/2021,-0.55171,0.12388,-163.2589,-61.6643,127.4288,-8.6479,71.1572,-52.9041,-32.1415,43.8489,94.0962,90.8171,10.1004,180.8249,180.8249,232.9585,-52.1768
08/07/2021,-0.55214,0.119,341.5601,-16.0075,90.7472,31.4736,58.2792,12.933,-185.179,-106.2806,618.138,-304.2489,10.1004,-25.1696,-25.1696,202.1813,-5.7819
09/07/2021,-0.55229,0.12863,-77.9511,-39.2695,269.5907,243.7824,31.6117,11.9039,13.079,145.0622,531.0319,-546.6154,5.1497,-17.8461,-17.8461,-45.7132,-5.076
12/07/2021,-0.55457,0.13288,112.0345,95.7623,39.7645,42.0951,5.9763,144.6318,62.9202,-69.7465,718.6811,-185.379,5.1497,274.6547,274.6547,61.2046,71.762
13/07/2021,-0.555,0.12613,497.1555,88.6471,255.6025,337.3854,88.4104,7.8751,98.4453,3.4615,1015.597,-392.3347,5.1497,-443.0695,-443.0695,81.4939,48.59
14/07/2021,-0.55386,0.12638,1139.8455,-0.7378,580.4588,618.5121,19.9937,23.6148,167.336,-0.4943,2441.58,-303.335,5.1497,169.2946,169.2946,17.6788,7.5158
15/07/2021,-0.55486,0.13388,191.233,15.2097,273.3108,44.5826,40.6491,2.5878,-182.0849,45.5217,-127.4991,-144.3582,5.1497,-472.5028,-472.5028,49.1733,-28.5075
16/07/2021,-0.555,0.13425,232.0445,-21.1774,262.0772,103.4422,-5.7988,2.5878,647.0178,199.9525,423.6884,140.2469,-16.8194,-612.4553,-612.4553,97.7483,-64.0786
19/07/2021,-0.556,0.13425,288.9064,-63.7992,-330.4113,1041.223,29.217,-89.9156,-138.4245,-22.2154,465.9485,-628.9756,-16.7447,-1074.927,-1074.927,186.9024,-45.9931
20/07/2021,-0.556,0.13825,-221.3913,58.4867,-232.7771,227.2551,68.3383,-9.5575,-497.3072,105.1161,-144.3456,173.5775,16.9979,330.8458,330.8458,100.605,-5.049
21/07/2021,-0.55886,0.13788,242.3969,129.286,57.2501,573.0443,54.5261,-43.6622,-38.9976,46.4792,1037.787,200.4804,27.2222,652.4512,652.4512,92.0645,9.3647
22/07/2021,-0.55914,0.12525,223.0941,79.2373,449.2057,9.3935,63.6294,-43.6622,263.0803,-67.5918,998.3871,677.6847,17.1671,983.62,983.62,185.8281,24.1072
23/07/2021,-0.55871,0.12888,1050.156,100.2558,464.4871,-1264.163,32.1614,44.0527,435.931,1849.993,1552.584,340.7886,0.9533,-224.3431,-224.3431,83.18,53.9173
26/07/2021,-0.55886,0.13163,1604.946,-32.1554,1453.358,-73.6266,35.9679,-45.6199,-24.2701,-67.9885,1120.238,-13.3436,-17.2141,-293.5271,-293.5271,183.9905,-11.6502
27/07/2021,-0.55571,0.12963,895.0165,-45.1263,303.2798,-661.1292,46.3083,-203.8657,115.7697,522.0916,173.9412,-168.4652,68.2752,-663.4125,-663.4125,43.8459,-60.8489
28/07/2021,-0.55643,0.1285,1492.651,93.3766,1722.801,-554.7757,20.3908,19.4103,235.7106,728.8521,2308.302,173.938,68.2752,114.7036,114.7036,67.8669,43.178
29/07/2021,-0.55614,0.12575,1161.057,-10.1546,1042.353,-32.448,31.6154,-1.1837,-188.3429,128.7925,583.3485,433.2241,-60.3388,-41.3083,-41.3083,25.2503,31.0714
30/07/2021,-0.55414,0.11775,54.9995,-15.3072,-248.1608,71.3993,66.8017,41.7857,70.4967,-355.4425,-497.7054,-174.7992,17.1686,-191.7968,-191.7968,12.8413,-22.0745
02/08/2021,-0.55857,0.12375,445.5289,-66.9501,227.217,1097.636,57.9212,21.44,298.1437,622.0422,2310.026,-617.4769,17.1686,-490.7048,-490.7048,-95.2227,-82.5849
03/08/2021,-0.55886,0.12138,314.7627,105.7108,203.9365,147.019,88.3921,-12.9771,393.9915,484.238,950.2651,-953.6176,-17.2003,-1233.54,-1233.54,116.5646,-6.4077
04/08/2021,-0.55871,0.12175,22.7498,30.0068,-31.3878,98.6575,73.6994,-273.3587,212.9696,-21.8067,438.5611,272.973,9.9918,797.9238,797.9238,19.3397,-1.5199
05/08/2021,-0.55814,0.12538,310.0096,149.7267,220.6485,45.985,89.6554,-165.8861,55.7273,151.797,603.2526,103.0719,-15.3969,262.7171,262.7171,62.1553,22.9468
06/08/2021,-0.558,0.12838,244.7859,22.0237,58.5288,173.4657,151.9703,-1.3342,324.7983,253.0963,1640.598,-71.3391,17.2431,584.9372,584.9372,-32.4619,-3.4004
09/08/2021,-0.55829,0.12725,236.465,465.7659,73.5494,-437.2619,30.5078,-173.1745,-328.6887,197.4997,279.0386,74.741,-44.7306,464.0347,464.0347,85.9978,68.7614
10/08/2021,-0.55914,0.12275,-62.929,278.2684,-257.5224,132.1817,-116.1868,5.312,358.7962,3.1238,764.6645,7.8729,-17.2092,378.6997,378.6997,63.0274,18.3876
11/08/2021,-0.55957,0.12125,29.9433,53.4272,-2.4443,255.4382,54.8611,-2.5072,-174.7298,-142.4035,1041.871,-305.0412,-17.2092,600.3624,600.3624,161.8301,39.4309
12/08/2021,-0.55829,0.12475,506.2614,186.4415,270.3296,10.3671,51.311,-104.6032,221.1766,51.3718,940.2142,33.5591,-17.2092,485.9888,485.9888,44.9473,36.5927
13/08/2021,-0.56143,0.12425,45.0731,96.9893,168.6887,106.4575,104.2344,13.5422,-106.2905,240.7061,503.6154,312.2536,17.1687,192.8731,192.8731,218.2889,61.8699
16/08/2021,-0.56057,0.1245,492.1348,-80.635,446.0027,120.7146,61.1457,5.4522,200.528,109.9373,931.0774,159.7806,-17.0176,458.7764,458.7764,69.5758,-160.7466
17/08/2021,-0.56071,0.12725,334.1081,-127.4255,88.2413,-42.242,48.4171,-30.468,-301.8087,71.75,-203.103,-286.496,31.6265,-285.8554,-285.8554,33.14,10.2988
18/08/2021,-0.55686,0.13088,-17.913,-38.746,239.7201,38.5738,13.4795,7.7483,81.7615,124.3817,165.9738,-23.2526,-27.8056,55.3698,55.3698,3.1246,35.0439
19/08/2021,-0.55729,0.13075,178.4709,6.3964,61.6623,102.2577,35.4485,26.1905,186.3044,6.7869,669.9975,-128.3251,-16.8052,9.0476,9.0476,93.4881,26.494
20/08/2021,-0.55843,0.12838,520.7051,-51.7331,441.7926,470.7217,43.5874,46.694,362.8025,341.818,2086.019,371.9567,-76.1408,976.0165,976.0165,138.8163,35.9146
23/08/2021,-0.56114,0.12925,207.404,81.8592,154.0397,115.1474,33.1064,-1.4554,-85.8064,25.8395,270.0166,368.057,-76.1408,325.3924,325.3924,19.7192,96.4219
24/08/2021,-0.56143,0.12175,168.5881,171.1699,162.6999,105.5189,50.6841,-1.4554,242.3789,45.5253,702.1348,370.2638,25.9018,555.8487,555.8487,20.5412,118.4737
25/08/2021,-0.56114,0.12375,385.2937,32.6355,21.8461,268.1699,86.366,51.7601,122.8562,146.523,-46.0795,385.1632,25.9018,-348.4557,-348.4557,15.4515,123.637
26/08/2021,-0.561,0.12075,457.0298,114.2188,82.6726,135.0563,22.3266,26.4036,-378.9445,206.011,560.8652,156.1458,25.9018,201.974,201.974,34.1238,65.7856
27/08/2021,-0.56186,0.11988,448.9057,75.9558,825.3875,345.7201,53.7994,27.7462,-155.5722,221.6576,1621.318,577.8847,95.93,815.7115,815.7115,62.6182,76.3061
31/08/2021,-0.55943,0.11963,130.8237,96.9401,-511.0134,-149.0522,64.1706,43.8273,81.8047,235.5643,-231.3368,172.7158,-96.032,81.9588,81.9588,62.719,139.8032
01/09/2021,-0.56543,0.11888,322.5618,118.218,78.9737,-700.4535,103.6012,43.8273,64.8347,611.4774,-144.8182,383.3299,17.5289,79.7083,79.7083,41.2971,90.9036
02/09/2021,-0.56457,0.11763,388.8729,240.5191,215.8273,81.7048,41.6079,-93.4922,-82.0929,231.6669,694.3593,232.5241,180.5911,-37.253,-37.253,249.7559,120.2926
03/09/2021,-0.56457,0.1155,446.1415,173.4555,141.7747,10.0032,28.116,-62.757,-67.0308,203.9439,575.8732,-14.0168,62.4407,-101.8969,-101.8969,81.296,81.3688
06/09/2021,-0.56457,0.11463,446.1415,173.4555,141.7747,10.0032,28.116,-62.757,-67.0308,203.9439,575.8732,-14.0168,62.4407,-101.8969,-101.8969,81.296,81.3688
07/09/2021,-0.56486,0.116,425.0319,270.573,-94.4148,184.5022,3.9977,-111.6825,286.5868,-48.4391,795.6241,-447.1457,61.0185,-696.272,-696.272,-22.0687,70.6327
08/09/2021,-0.56414,0.11575,266.4933,264.4225,-47.1453,120.4565,37.8897,0.9995,-132.7737,-91.2753,299.9295,-435.8111,32.8273,-381.1709,-381.1709,48.5064,79.056
09/09/2021,-0.56414,0.11413,360.843,217.196,253.8099,44.7831,27.939,10.8771,200.2219,193.4369,723.549,212.3141,17.4991,-1.211,-1.211,116.1185,42.9849
10/09/2021,-0.56557,0.11575,152.2452,29.7334,84.9143,322.8391,15.1306,39.378,-34.2679,261.2282,569.9475,-79.2108,17.4153,-234.1413,-234.1413,155.0833,40.1258
13/09/2021,-0.56486,0.116,576.4971,180.4302,554.1434,-325.2379,17.6639,10.3236,-65.7577,-5.7053,862.8927,-413.4316,2.1956,-125.8283,-125.8283,67.6679,14.0447
14/09/2021,-0.56443,0.118,120.4842,435.6469,654.4615,-445.2768,-7.4221,291.5056,-195.8974,129.741,798.6906,228.9127,34.7147,316.7424,316.7424,115.1427,30.6233
15/09/2021,-0.56043,0.12,385.1177,465.3834,77.6689,263.3458,35.5494,29.303,13.5516,24.3509,452.4926,650.9513,17.4382,231.8085,231.8085,23.6536,44.1626
16/09/2021,-0.56114,0.122,151.6005,80.1391,172.091,-17.8844,42.7154,16.014,359.3549,206.3583,1130.311,215.1938,17.4755,420.1556,420.1556,9.0216,29.2194
17/09/2021,-0.561,0.12388,870.2189,14.9648,619.9327,320.8386,42.573,25.7771,-80.9128,363.2537,1926.536,-275.6106,17.4755,290.2105,290.2105,37.022,-26.0622
